ID,Lugar de Origen,Coordenadas Origen,Lugar de Destino,Coordenadas Destino,Fecha,Hora de Salida,Distancia (km),Tiempo de Viaje (min),velocidad (kmh)
12025,Puerto Lacustre Puno,"-15.835401,-70.014945",Parque Pino Puno,"-15.8378073,-70.0280672",2024-11-07,01:59:00,2.18,6.0,21.77
12026,Urbanización Bellavista Puno,"-15.832755,-70.022242",Jr. Lima Puno,"-15.838756,-70.02816",2024-08-06,18:06:00,1.33,6.0,13.3
12027,Universidad Andina Néstor Cáceres Velásquez Puno,"-15.8421779,-70.0236583",Urbanización Alto Puno,"-15.814292,-70.031918",2024-10-07,01:41:00,4.85,10.75,27.09
12028,Hospital Regional Manuel Núñez Butrón,"-15.841852,-70.021574",Avenida Floral Puno,"-15.8268687,-70.0141471",2024-11-24,14:58:00,2.75,6.01,27.47
12029,Jr. Los Incas Puno,"-15.836837,-70.024882",Avenida El Sol Puno,"-15.8458219,-70.0202123",2024-09-27,19:31:00,1.75,6.0,17.5
12030,Plaza Mayor de Puno,"-15.8405942,-70.0279834",Mercado Unión y Dignidad Puno,"-15.840089,-70.0193667",2024-10-11,07:09:00,1.44,6.0,14.45
12031,Institución Educativa San Juan Bautista Puno,"-15.840051,-70.0298054",Avenida La Torre Puno,"-15.8336052,-70.0276202",2024-11-17,09:06:00,1.04,6.0,10.38
12032,Hotel Libertador Lago Titicaca Puno,"-15.827961,-69.993105",Jr. Lima Puno,"-15.838756,-70.02816",2024-06-30,01:06:00,5.79,12.0,28.93
12033,Jr. Tarapacá Puno,"-15.83755,-70.029158",Urbanización Chanu Chanu Puno,"-15.8603257,-70.013686",2024-07-30,00:44:00,4.09,10.0,24.53
12034,Plaza Vea Puno,"-15.83636,-70.025604",Mercado Unión y Dignidad Puno,"-15.840089,-70.0193667",2024-11-28,23:26:00,1.21,6.0,12.07
12035,Puerto Lacustre Puno,"-15.835401,-70.014945",Urbanización Chanu Chanu Puno,"-15.8603257,-70.013686",2024-06-15,03:21:00,4.4,10.25,25.77
12036,Plaza Vea Puno,"-15.83636,-70.025604",Gobierno Regional de Puno,"-15.8400211,-70.0276698",2024-06-12,09:43:00,0.7,3.0,13.9
12037,Instituto de Educación Superior Tecnológico Público Puno,"-15.882774,-69.999663",Parque Mariátegui Puno,"-15.8393597,-70.0245754",2024-11-16,14:52:00,7.75,14.74,31.53
12038,Parque Mariátegui Puno,"-15.8393597,-70.0245754",Colegio Glorioso San Carlos Puno,"-15.8348219,-70.0245958",2024-06-10,11:53:00,0.69,3.0,13.8
12039,Avenida Floral Puno,"-15.8268687,-70.0141471",Urbanización Bellavista Puno,"-15.832755,-70.022242",2024-06-15,14:39:00,1.7,6.0,16.98
12040,Hotel Libertador Lago Titicaca Puno,"-15.827961,-69.993105",Puerto Lacustre Puno,"-15.835401,-70.014945",2024-06-16,15:55:00,3.88,10.0,23.25
12041,Salcedo Puno,"-15.8687992,-69.9986595",Urbanización Huajsapata Puno,"-15.842445,-70.032551",2024-09-14,07:04:00,6.47,13.11,29.61
12042,Instituto Americano de Arte Puno,"-15.836384,-70.027622",Urbanización Huajsapata Puno,"-15.842445,-70.032551",2024-10-05,23:04:00,1.22,6.0,12.19
12043,Plaza Vea Puno,"-15.83636,-70.025604",Terminal Terrestre Puno,"-15.843678,-70.017225",2024-06-10,10:28:00,1.68,6.0,16.78
12044,Instituto de Educación Superior Tecnológico Público Puno,"-15.882774,-69.999663",Avenida Floral Puno,"-15.8268687,-70.0141471",2024-10-08,03:39:00,9.37,16.0,35.14
12045,Colegio María Auxiliadora Puno,"-15.8379872,-70.0329811",Instituto de Educación Superior Tecnológico Público Puno,"-15.882774,-69.999663",2024-06-03,14:56:00,8.71,16.0,32.65
12046,Universidad Nacional del Altiplano,"-15.8242768,-70.0161264",Mercado Bellavista Puno,"-15.8335335,-70.0233376",2024-08-08,00:48:00,1.94,6.0,19.4
12047,Terminal Terrestre Puno,"-15.843678,-70.017225",Parque Pino Puno,"-15.8378073,-70.0280672",2024-11-11,12:11:00,1.81,6.0,18.12
12048,Puerto Lacustre Puno,"-15.835401,-70.014945",Colegio Don Bosco Puno,"-15.883085,-70.001176",2024-10-21,08:56:00,8.23,16.0,30.85
12049,Urbanización Bellavista Puno,"-15.832755,-70.022242",Colegio Glorioso San Carlos Puno,"-15.8348219,-70.0245958",2024-08-11,01:50:00,0.47,3.0,9.44
12050,Cementerio Yanamayo Puno,"-15.8096272,-70.0300562",Avenida Floral Puno,"-15.8268687,-70.0141471",2024-11-14,23:19:00,3.68,10.0,22.07
12051,Puerto Lacustre Puno,"-15.835401,-70.014945",Centro de Salud Metropolitano Puno,"-15.8434283,-70.0213117",2024-09-05,02:06:00,1.6,6.0,15.96
12052,Jr. Los Incas Puno,"-15.836837,-70.024882",Colegio Glorioso San Carlos Puno,"-15.8348219,-70.0245958",2024-10-07,22:02:00,0.32,3.0,6.4
12053,Puerto Lacustre Puno,"-15.835401,-70.014945",Colegio Glorioso San Carlos Puno,"-15.8348219,-70.0245958",2024-11-02,18:57:00,1.61,6.0,16.1
12054,Hotel Libertador Lago Titicaca Puno,"-15.827961,-69.993105",Instituto Americano de Arte Puno,"-15.836384,-70.027622",2024-10-11,02:59:00,5.76,12.0,28.78
12055,Ministerio de Cultura Puno,"-15.842631,-70.028915",Colegio Adventista Puno,"-15.8366071,-70.0291852",2024-09-05,16:28:00,1.04,6.0,10.36
12056,Gobierno Regional de Puno,"-15.8400211,-70.0276698",Urbanización Salcedo Puno,"-15.8724851,-69.9928585",2024-07-19,09:35:00,7.84,16.6,28.34
12057,Terminal Terrestre Puno,"-15.843678,-70.017225",Jr. Lima Puno,"-15.838756,-70.02816",2024-10-13,17:08:00,2.06,6.0,20.55
12058,Complejo Deportivo Alto Llavini Puno,"-15.81855,-70.025004",Avenida Floral Puno,"-15.8268687,-70.0141471",2024-07-10,07:41:00,2.24,6.05,22.18
12059,Colegio Don Bosco Puno,"-15.883085,-70.001176",Parque Mariátegui Puno,"-15.8393597,-70.0245754",2024-09-12,04:55:00,7.78,15.18,30.77
12060,Plaza Mayor de Puno,"-15.8405942,-70.0279834",Colegio Glorioso San Carlos Puno,"-15.8348219,-70.0245958",2024-07-03,09:33:00,1.12,6.0,11.18
12061,Hostal Mirador Korichasca Puno,"-15.8524836,-70.0261856",Plaza Mayor de Puno,"-15.8405942,-70.0279834",2024-08-19,10:38:00,2.01,6.0,20.1
12062,Puerto Lacustre Puno,"-15.835401,-70.014945",Avenida El Sol Puno,"-15.8458219,-70.0202123",2024-06-28,07:15:00,1.8,6.0,17.98
12063,Mercado Unión y Dignidad Puno,"-15.840089,-70.0193667",Colegio María Auxiliadora Puno,"-15.8379872,-70.0329811",2024-06-25,03:07:00,2.35,6.0,23.45
12064,Plaza Mayor de Puno,"-15.8405942,-70.0279834",Hospital Regional Manuel Núñez Butrón,"-15.841852,-70.021574",2024-07-30,03:04:00,1.09,6.0,10.91
12065,Avenida El Sol Puno,"-15.8458219,-70.0202123",Hotel Sonesta Posadas del Inca Puno,"-15.8241171,-70.0050901",2024-07-03,15:41:00,4.38,10.06,26.13
12066,Gobierno Regional de Puno,"-15.8400211,-70.0276698",Ministerio de Cultura Puno,"-15.842631,-70.028915",2024-07-11,06:26:00,0.45,3.0,9.04
12067,Instituto Americano de Arte Puno,"-15.836384,-70.027622",Plaza Mayor de Puno,"-15.8405942,-70.0279834",2024-07-11,02:39:00,0.66,3.0,13.24
12068,Urbanización Salcedo Puno,"-15.8724851,-69.9928585",Universidad Andina Néstor Cáceres Velásquez Puno,"-15.8421779,-70.0236583",2024-06-08,09:36:00,7.25,16.4,26.52
12069,Jr. Lima Puno,"-15.838756,-70.02816",Mercado Bellavista Puno,"-15.8335335,-70.0233376",2024-06-22,15:55:00,1.11,6.0,11.06
12070,Colegio Glorioso San Carlos Puno,"-15.8348219,-70.0245958",Hospital Regional Manuel Núñez Butrón,"-15.841852,-70.021574",2024-11-11,13:41:00,1.24,6.0,12.39
12071,Puerto Lacustre Puno,"-15.835401,-70.014945",Urbanización Huajsapata Puno,"-15.842445,-70.032551",2024-11-28,04:20:00,2.9,6.96,25.04
12072,Jr. Los Incas Puno,"-15.836837,-70.024882",Universidad Andina Néstor Cáceres Velásquez Puno,"-15.8421779,-70.0236583",2024-09-05,06:27:00,0.9,3.0,18.0
12073,Av. Costanera Puno,"-15.8399095,-70.0176539",Urbanización Chanu Chanu Puno,"-15.8603257,-70.013686",2024-10-01,07:33:00,3.66,10.0,21.94
12074,Instituto de Educación Superior Tecnológico Público Puno,"-15.882774,-69.999663",Colegio Don Bosco Puno,"-15.883085,-70.001176",2024-09-23,17:52:00,0.26,3.0,5.1
12075,Colegio Don Bosco Puno,"-15.883085,-70.001176",Puerto Lacustre Puno,"-15.835401,-70.014945",2024-08-19,13:27:00,7.58,16.27,27.96
12076,Jr. Lima Puno,"-15.838756,-70.02816",Hotel Libertador Lago Titicaca Puno,"-15.827961,-69.993105",2024-08-13,17:54:00,5.92,12.0,29.62
12077,Hospital Regional Manuel Núñez Butrón,"-15.841852,-70.021574",Hostal Mirador Korichasca Puno,"-15.8524836,-70.0261856",2024-07-19,16:52:00,1.78,6.0,17.82
12078,Hostal Mirador Korichasca Puno,"-15.8524836,-70.0261856",Senati Puno,"-15.8699536,-69.9988485",2024-08-16,02:57:00,5.28,12.0,26.41
12079,Urbanización Chanu Chanu Puno,"-15.8603257,-70.013686",Universidad Nacional del Altiplano,"-15.8242768,-70.0161264",2024-09-11,05:25:00,5.52,12.0,27.57
12080,Mercado Bellavista Puno,"-15.8335335,-70.0233376",Terminal Terrestre Puno,"-15.843678,-70.017225",2024-10-13,05:56:00,1.88,6.0,18.77
12081,Hospital Regional Manuel Núñez Butrón,"-15.841852,-70.021574",Parque Mariátegui Puno,"-15.8393597,-70.0245754",2024-10-27,07:25:00,0.59,3.0,11.72
12082,Jr. Tarapacá Puno,"-15.83755,-70.029158",Puerto Lacustre Puno,"-15.835401,-70.014945",2024-06-02,19:52:00,2.28,6.0,22.78
12083,Puerto Lacustre Puno,"-15.835401,-70.014945",Universidad Nacional del Altiplano,"-15.8242768,-70.0161264",2024-10-17,11:00:00,1.85,6.0,18.47
12084,Instituto de Educación Superior Tecnológico Público Puno,"-15.882774,-69.999663",Hostal Mirador Korichasca Puno,"-15.8524836,-70.0261856",2024-08-12,00:52:00,6.67,12.0,33.33
12085,Urbanización Huajsapata Puno,"-15.842445,-70.032551",Parque Mariátegui Puno,"-15.8393597,-70.0245754",2024-08-03,17:10:00,1.27,6.0,12.72
12086,Polideportivo Chanu Chanu Puno,"-15.856024,-70.011223",Plaza Mayor de Puno,"-15.8405942,-70.0279834",2024-11-09,21:07:00,3.72,10.0,22.34
12087,Mirador Kuntur Wasi Puno,"-15.8471356,-70.0299513",Cementerio Laykakota Puno,"-15.8492522,-70.0210575",2024-07-22,07:45:00,1.41,6.0,14.1
12088,Instituto de Educación Superior Tecnológico Público Puno,"-15.882774,-69.999663",Terminal Zonal Sur Puno,"-15.8477879,-70.0149008",2024-07-19,18:41:00,5.91,12.9,27.47
12089,Plaza Mayor de Puno,"-15.8405942,-70.0279834",Municipalidad Provincial de Puno,"-15.840283,-70.028314",2024-09-20,08:15:00,0.07,3.0,1.36
12090,Parque del Periodista Puno,"-15.839012,-70.023311",Municipalidad Provincial de Puno,"-15.840283,-70.028314",2024-10-14,16:40:00,0.76,3.0,15.22
12091,Colegio Glorioso San Carlos Puno,"-15.8348219,-70.0245958",Jr. Los Incas Puno,"-15.836837,-70.024882",2024-10-23,19:15:00,0.35,3.0,6.92
12092,Senati Puno,"-15.8699536,-69.9988485",Instituto Americano de Arte Puno,"-15.836384,-70.027622",2024-07-03,12:38:00,7.34,15.02,29.3
12093,Salcedo Puno,"-15.8687992,-69.9986595",Cementerio Laykakota Puno,"-15.8492522,-70.0210575",2024-09-14,08:28:00,4.86,10.0,29.13
12094,Cementerio Yanamayo Puno,"-15.8096272,-70.0300562",Institución Educativa San Juan Bautista Puno,"-15.840051,-70.0298054",2024-10-30,20:48:00,4.88,11.89,24.65
12095,Jr. Los Incas Puno,"-15.836837,-70.024882",Avenida Floral Puno,"-15.8268687,-70.0141471",2024-07-01,22:34:00,2.38,6.21,22.98
12096,Colegio Adventista Puno,"-15.8366071,-70.0291852",Avenida La Torre Puno,"-15.8336052,-70.0276202",2024-09-24,10:42:00,0.55,3.0,10.96
12097,Estadio Enrique Torres Belón,"-15.8370214,-70.0219969",Jr. Los Incas Puno,"-15.836837,-70.024882",2024-07-01,14:37:00,0.48,3.0,9.7
12098,Terminal Zonal Sur Puno,"-15.8477879,-70.0149008",Universidad Andina Néstor Cáceres Velásquez Puno,"-15.8421779,-70.0236583",2024-07-17,20:26:00,1.61,6.0,16.1
12099,Avenida Floral Puno,"-15.8268687,-70.0141471",Puerto Lacustre Puno,"-15.835401,-70.014945",2024-06-05,02:56:00,1.33,6.0,13.31
12100,Estadio Enrique Torres Belón,"-15.8370214,-70.0219969",Avenida La Torre Puno,"-15.8336052,-70.0276202",2024-08-02,01:04:00,1.01,6.0,10.15
12101,Colegio Adventista Puno,"-15.8366071,-70.0291852",Hotel Libertador Lago Titicaca Puno,"-15.827961,-69.993105",2024-10-24,13:32:00,5.72,12.0,28.6
12102,Hotel Libertador Lago Titicaca Puno,"-15.827961,-69.993105",Mercado Bellavista Puno,"-15.8335335,-70.0233376",2024-07-22,02:23:00,4.49,10.02,26.87
12103,Avenida Floral Puno,"-15.8268687,-70.0141471",Senati Puno,"-15.8699536,-69.9988485",2024-10-22,16:06:00,7.08,14.82,28.64
12104,Universidad Nacional del Altiplano,"-15.8242768,-70.0161264",Jr. Lima Puno,"-15.838756,-70.02816",2024-07-21,01:05:00,3.25,10.0,19.5
12105,Jr. Lima Puno,"-15.838756,-70.02816",Cementerio Yanamayo Puno,"-15.8096272,-70.0300562",2024-07-02,04:59:00,4.56,10.48,26.11
12106,Jr. Tarapacá Puno,"-15.83755,-70.029158",Universidad Nacional del Altiplano,"-15.8242768,-70.0161264",2024-10-25,18:41:00,2.9,6.37,27.35
12107,Terminal Zonal Sur Puno,"-15.8477879,-70.0149008",Cementerio Laykakota Puno,"-15.8492522,-70.0210575",2024-08-02,10:55:00,1.08,6.0,10.76
12108,Terminal Zonal Sur Puno,"-15.8477879,-70.0149008",Gobierno Regional de Puno,"-15.8400211,-70.0276698",2024-09-22,07:21:00,2.53,6.0,25.26
12109,Complejo Deportivo Alto Llavini Puno,"-15.81855,-70.025004",Puerto Lacustre Puno,"-15.835401,-70.014945",2024-11-19,18:49:00,3.2,10.0,19.22
12110,Universidad Nacional del Altiplano,"-15.8242768,-70.0161264",Jr. Lima Puno,"-15.838756,-70.02816",2024-09-16,22:20:00,3.0,10.0,18.02
12111,Hostal Mirador Korichasca Puno,"-15.8524836,-70.0261856",Centro de Salud Metropolitano Puno,"-15.8434283,-70.0213117",2024-07-01,12:18:00,1.66,6.0,16.64
12112,Gobierno Regional de Puno,"-15.8400211,-70.0276698",Jr. Lima Puno,"-15.838756,-70.02816",2024-08-05,14:30:00,0.22,3.0,4.32
12113,Plaza Vea Puno,"-15.83636,-70.025604",Centro de Salud Metropolitano Puno,"-15.8434283,-70.0213117",2024-11-16,14:47:00,1.35,6.0,13.47
12114,Instituto de Educación Superior Tecnológico Público Puno,"-15.882774,-69.999663",Hotel Libertador Lago Titicaca Puno,"-15.827961,-69.993105",2024-10-07,22:58:00,8.45,16.0,31.69
12115,Hospital Regional Manuel Núñez Butrón,"-15.841852,-70.021574",Parque San Román Puno,"-15.841093,-70.029431",2024-08-02,01:02:00,1.23,6.0,12.33
12116,Plaza Vea Puno,"-15.83636,-70.025604",Gran Unidad Escolar San Carlos Puno,"-15.840115,-70.025425",2024-07-07,16:03:00,0.58,3.0,11.6
12117,Jr. Tarapacá Puno,"-15.83755,-70.029158",Colegio Don Bosco Puno,"-15.883085,-70.001176",2024-11-08,15:12:00,9.31,16.32,34.23
12118,Mercado Laykakota Puno,"-15.8465279,-70.0207765",Avenida Floral Puno,"-15.8268687,-70.0141471",2024-08-30,17:47:00,3.44,10.0,20.63
12119,Universidad Andina Néstor Cáceres Velásquez Puno,"-15.8421779,-70.0236583",Cementerio Yanamayo Puno,"-15.8096272,-70.0300562",2024-11-16,03:01:00,5.76,12.0,28.78
12120,Instituto de Educación Superior Tecnológico Público Puno,"-15.882774,-69.999663",Centro de Salud Metropolitano Puno,"-15.8434283,-70.0213117",2024-06-08,05:03:00,7.33,12.71,34.59
12121,Colegio Don Bosco Puno,"-15.883085,-70.001176",Universidad Nacional del Altiplano,"-15.8242768,-70.0161264",2024-07-02,15:04:00,9.44,18.79,30.15
12122,Avenida La Torre Puno,"-15.8336052,-70.0276202",Mercado Laykakota Puno,"-15.8465279,-70.0207765",2024-06-21,11:40:00,2.2,6.0,21.97
12123,Av. Costanera Puno,"-15.8399095,-70.0176539",Municipalidad Provincial de Puno,"-15.840283,-70.028314",2024-09-05,20:56:00,1.58,6.0,15.8
12124,Mercado Laykakota Puno,"-15.8465279,-70.0207765",Parque del Periodista Puno,"-15.839012,-70.023311",2024-09-22,10:02:00,1.3,6.0,13.0
12125,Urbanización Salcedo Puno,"-15.8724851,-69.9928585",Plaza Mayor de Puno,"-15.8405942,-70.0279834",2024-08-15,08:21:00,7.32,15.2,28.88
12126,Colegio Glorioso San Carlos Puno,"-15.8348219,-70.0245958",Gobierno Regional de Puno,"-15.8400211,-70.0276698",2024-10-14,04:22:00,1.01,6.0,10.13
12127,Urbanización Alto Puno,"-15.814292,-70.031918",Senati Puno,"-15.8699536,-69.9988485",2024-08-03,15:43:00,10.12,17.02,35.67
12128,Complejo Deportivo Alto Llavini Puno,"-15.81855,-70.025004",Salcedo Puno,"-15.8687992,-69.9986595",2024-08-27,04:03:00,8.86,16.0,33.21
12129,Avenida La Torre Puno,"-15.8336052,-70.0276202",Hotel Libertador Lago Titicaca Puno,"-15.827961,-69.993105",2024-08-12,09:20:00,5.68,12.55,27.16
12130,Universidad Nacional del Altiplano,"-15.8242768,-70.0161264",Colegio María Auxiliadora Puno,"-15.8379872,-70.0329811",2024-09-20,03:29:00,3.24,10.0,19.44
12131,Puerto Lacustre Puno,"-15.835401,-70.014945",Hotel Sonesta Posadas del Inca Puno,"-15.8241171,-70.0050901",2024-07-13,20:03:00,2.34,6.0,23.35
12132,Hotel Libertador Lago Titicaca Puno,"-15.827961,-69.993105",Hospital Regional Manuel Núñez Butrón,"-15.841852,-70.021574",2024-09-12,19:59:00,5.02,12.0,25.1
12133,Instituto de Educación Superior Tecnológico Público Puno,"-15.882774,-69.999663",Urbanización Chanu Chanu Puno,"-15.8603257,-70.013686",2024-10-05,12:00:00,4.29,10.0,25.73
12134,Parque del Periodista Puno,"-15.839012,-70.023311",Puerto Lacustre Puno,"-15.835401,-70.014945",2024-09-16,07:03:00,1.38,6.0,13.85
12135,Terminal Terrestre Puno,"-15.843678,-70.017225",Parque del Niño Puno,"-15.858797,-70.012071",2024-09-16,17:03:00,2.83,7.34,23.13
12136,Jr. Tarapacá Puno,"-15.83755,-70.029158",Puerto Lacustre Puno,"-15.835401,-70.014945",2024-11-29,08:48:00,2.19,6.0,21.9
12137,Terminal Zonal Sur Puno,"-15.8477879,-70.0149008",Jayllihuaya Puno,"-15.8787471,-69.9751057",2024-11-09,05:15:00,8.53,16.0,31.99
12138,Urbanización Huajsapata Puno,"-15.842445,-70.032551",Colegio María Auxiliadora Puno,"-15.8379872,-70.0329811",2024-10-31,20:19:00,0.72,3.0,14.38
12139,Jr. Lima Puno,"-15.838756,-70.02816",Universidad Nacional del Altiplano,"-15.8242768,-70.0161264",2024-10-11,03:58:00,3.29,10.0,19.76
12140,Hotel Sonesta Posadas del Inca Puno,"-15.8241171,-70.0050901",Instituto de Educación Superior Tecnológico Público Puno,"-15.882774,-69.999663",2024-08-15,13:40:00,10.11,18.48,32.82
12141,Instituto de Educación Superior Tecnológico Público Puno,"-15.882774,-69.999663",Plaza Vea Puno,"-15.83636,-70.025604",2024-11-26,11:18:00,8.52,16.57,30.86
12142,Puerto Lacustre Puno,"-15.835401,-70.014945",Plaza Vea Puno,"-15.83636,-70.025604",2024-10-10,20:18:00,1.62,6.0,16.2
12143,Urbanización Chanu Chanu Puno,"-15.8603257,-70.013686",Mercado Bellavista Puno,"-15.8335335,-70.0233376",2024-11-22,14:16:00,4.44,10.0,26.65
12144,Colegio Adventista Puno,"-15.8366071,-70.0291852",Hotel Sonesta Posadas del Inca Puno,"-15.8241171,-70.0050901",2024-06-02,21:34:00,4.25,10.0,25.48
12145,Universidad Andina Néstor Cáceres Velásquez Puno,"-15.8421779,-70.0236583",Complejo Deportivo Alto Llavini Puno,"-15.81855,-70.025004",2024-06-02,12:30:00,3.9,10.0,23.39
12146,Gobierno Regional de Puno,"-15.8400211,-70.0276698",Parque del Niño Puno,"-15.858797,-70.012071",2024-06-21,13:35:00,4.07,10.0,24.44
12147,Parque del Niño Puno,"-15.858797,-70.012071",Plaza Mayor de Puno,"-15.8405942,-70.0279834",2024-06-18,09:09:00,3.69,10.0,22.15
12148,Jr. Lima Puno,"-15.838756,-70.02816",Mirador Kuntur Wasi Puno,"-15.8471356,-70.0299513",2024-06-07,20:42:00,1.44,6.0,14.38
12149,Urbanización Huajsapata Puno,"-15.842445,-70.032551",Cementerio Yanamayo Puno,"-15.8096272,-70.0300562",2024-11-23,04:14:00,5.34,12.0,26.68
12150,Mercado Laykakota Puno,"-15.8465279,-70.0207765",Avenida La Torre Puno,"-15.8336052,-70.0276202",2024-11-13,22:31:00,2.34,6.0,23.44
12151,Complejo Deportivo Alto Llavini Puno,"-15.81855,-70.025004",Puerto Lacustre Puno,"-15.835401,-70.014945",2024-06-30,17:43:00,3.16,10.0,18.95
12152,Institución Educativa San Juan Bautista Puno,"-15.840051,-70.0298054",Colegio Don Bosco Puno,"-15.883085,-70.001176",2024-07-28,19:41:00,8.51,16.0,31.91
12153,Parque Mariátegui Puno,"-15.8393597,-70.0245754",Gran Unidad Escolar San Carlos Puno,"-15.840115,-70.025425",2024-11-18,12:46:00,0.17,3.0,3.46
12154,Universidad Nacional del Altiplano,"-15.8242768,-70.0161264",Mirador Kuntur Wasi Puno,"-15.8471356,-70.0299513",2024-07-28,10:37:00,4.28,10.0,25.65
12155,Jayllihuaya Puno,"-15.8787471,-69.9751057",Colegio Adventista Puno,"-15.8366071,-70.0291852",2024-10-02,23:56:00,10.12,19.12,31.77
12156,Parque Pino Puno,"-15.8378073,-70.0280672",Puerto Lacustre Puno,"-15.835401,-70.014945",2024-10-18,23:26:00,2.08,6.0,20.8
12157,Terminal Terrestre Puno,"-15.843678,-70.017225",Mercado Bellavista Puno,"-15.8335335,-70.0233376",2024-11-06,00:12:00,1.79,6.0,17.93
12158,Urbanización Bellavista Puno,"-15.832755,-70.022242",Instituto Americano de Arte Puno,"-15.836384,-70.027622",2024-10-05,19:08:00,1.12,6.0,11.19
12159,Complejo Deportivo Alto Llavini Puno,"-15.81855,-70.025004",Urbanización Chanu Chanu Puno,"-15.8603257,-70.013686",2024-07-12,13:43:00,7.11,15.24,28.0
12160,Hotel Libertador Lago Titicaca Puno,"-15.827961,-69.993105",Terminal Zonal Sur Puno,"-15.8477879,-70.0149008",2024-10-30,18:33:00,4.64,10.72,25.99
12161,Colegio Glorioso San Carlos Puno,"-15.8348219,-70.0245958",Plaza Vea Puno,"-15.83636,-70.025604",2024-11-18,10:12:00,0.29,3.0,5.8
12162,Hotel Libertador Lago Titicaca Puno,"-15.827961,-69.993105",Instituto Americano de Arte Puno,"-15.836384,-70.027622",2024-09-21,01:47:00,5.87,12.85,27.39
12163,Complejo Deportivo Alto Llavini Puno,"-15.81855,-70.025004",Instituto Americano de Arte Puno,"-15.836384,-70.027622",2024-09-03,04:34:00,2.98,8.63,20.73
12164,Jr. Tarapacá Puno,"-15.83755,-70.029158",Hostal Mirador Korichasca Puno,"-15.8524836,-70.0261856",2024-06-16,14:07:00,2.38,6.18,23.13
12165,Jr. Tarapacá Puno,"-15.83755,-70.029158",Hospital III EsSalud Puno,"-15.8734615,-70.0004113",2024-09-16,23:04:00,7.19,14.76,29.22
12166,Mercado Laykakota Puno,"-15.8465279,-70.0207765",Plaza Mayor de Puno,"-15.8405942,-70.0279834",2024-06-06,17:37:00,1.42,6.0,14.16
12167,Plaza Mayor de Puno,"-15.8405942,-70.0279834",Hospital III EsSalud Puno,"-15.8734615,-70.0004113",2024-08-28,14:08:00,7.29,12.84,34.07
12168,Mirador Puma Uta Puno,"-15.8202693,-70.0287285",Urbanización Huajsapata Puno,"-15.842445,-70.032551",2024-07-03,11:11:00,3.96,10.0,23.73
12169,Terminal Zonal Sur Puno,"-15.8477879,-70.0149008",Colegio María Auxiliadora Puno,"-15.8379872,-70.0329811",2024-11-11,02:49:00,3.34,10.0,20.06
